City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
261,Ucluelet,CA,2022-02-03 01:23:07,48.9329,-125.5528,42.1,91,100,5.91,overcast clouds
262,Clyde River,CA,2022-02-03 01:23:07,70.4692,-68.5914,-16.37,76,100,16.11,light snow
263,Sinnamary,GF,2022-02-03 01:23:08,5.3833,-52.95,78.13,82,100,11.12,overcast clouds
264,Petrozavodsk,RU,2022-02-03 01:23:08,61.7849,34.3469,-9.94,84,98,0.0,overcast clouds
265,Aras,ES,2022-02-03 01:23:09,42.5617,-2.356,31.8,93,0,0.0,clear sky
266,Puerto Colombia,CO,2022-02-03 01:23:09,10.9878,-74.9547,80.69,85,2,23.87,clear sky
267,Buraydah,SA,2022-02-03 01:23:09,26.326,43.975,48.65,38,0,9.24,clear sky
268,Kamenka,RU,2022-02-03 01:23:10,51.3223,42.7678,31.75,99,100,5.39,snow
269,Qiqihar,CN,2022-02-03 01:23:10,47.3408,123.9672,-1.03,81,40,5.86,scattered clouds
270,Puri,IN,2022-02-03 01:23:11,19.8,85.85,66.72,72,6,10.85,clear sky
271,Nurobod,UZ,2022-02-03 01:23:11,40.9056,69.8023,27.45,60,2,5.08,clear sky
272,Paamiut,GL,2022-02-03 01:23:11,61.994,-49.6678,14.22,62,100,20.42,overcast clouds
273,Fort Saint James,CA,2022-02-03 01:23:12,54.4333,-124.25,7.63,97,100,1.88,light snow
274,Shahr-E Kord,IR,2022-02-03 01:23:12,32.3256,50.8644,23.65,52,7,3.49,clear sky
275,Doha,QA,2022-02-03 01:21:33,25.2867,51.5333,60.78,72,0,8.05,clear sky
276,Campestre,BR,2022-02-03 01:23:13,-21.7111,-46.2464,62.8,97,100,1.83,overcast clouds
277,Ha Noi,VN,2022-02-03 01:22:55,21.0245,105.8412,53.6,65,100,6.89,overcast clouds
278,Salalah,OM,2022-02-03 01:23:13,17.0151,54.0924,77.09,22,0,12.66,clear sky
279,Thompson,CA,2022-02-03 01:24:14,55.7435,-97.8558,-11.04,64,20,16.11,few clouds
280,Deer Lake,CA,2022-02-03 01:24:14,49.1667,-57.4316,22.86,63,75,8.05,broken clouds
281,Trencianske Teplice,SK,2022-02-03 01:24:15,48.9106,18.1669,34.79,94,44,4.99,scattered clouds
282,Kaitangata,NZ,2022-02-03 01:24:15,-46.2817,169.8464,54.25,95,100,3.04,moderate rain
283,Castro,BR,2022-02-03 01:24:15,-24.7911,-50.0119,63.57,96,1,6.29,clear sky
284,Mehamn,NO,2022-02-03 01:24:16,71.0357,27.8492,24.08,74,100,10.51,light snow
285,Guaira,BR,2022-02-03 01:24:16,-20.3183,-48.3106,68.61,95,96,5.06,heavy intensity rain
286,Jardim,BR,2022-02-03 01:24:16,-21.4803,-56.1381,74.03,92,23,4.5,few clouds
287,East London,ZA,2022-02-03 01:24:17,-33.0153,27.9116,73.87,94,100,8.77,light rain
288,Lubao,PH,2022-02-03 01:24:17,14.9167,120.55,82.42,70,21,9.17,few clouds
289,Muros,ES,2022-02-03 01:24:18,42.7762,-9.0603,54.23,89,100,6.42,overcast clouds
290,Rio Muerto,MX,2022-02-03 01:24:18,27.4167,-110.2333,64.92,69,60,8.75,broken clouds
291,Pevek,RU,2022-02-03 01:24:18,69.7008,170.3133,-6.63,74,0,4.12,clear sky
292,Aklavik,CA,2022-02-03 01:24:19,68.2191,-135.0107,-22.97,98,99,3.78,overcast clouds
293,Buchanan,LR,2022-02-03 01:24:19,5.8808,-10.0467,76.96,83,12,4.56,few clouds
294,Vestmanna,FO,2022-02-03 01:24:20,62.1564,-7.1664,36.52,87,100,5.75,overcast clouds
295,Beringovskiy,RU,2022-02-03 01:24:20,63.05,179.3167,8.71,74,100,22.75,overcast clouds
296,Kalemie,CD,2022-02-03 01:24:20,-5.9475,29.1947,68.95,90,100,1.01,overcast clouds
297,Bardiyah,LY,2022-02-03 01:24:21,31.7561,25.0865,52.36,70,83,16.33,broken clouds
298,Canchungo,GW,2022-02-03 01:24:21,12.0672,-16.0333,75.27,93,14,2.84,few clouds
299,Batemans Bay,AU,2022-02-03 01:24:22,-35.7167,150.1833,73.2,47,0,9.95,clear sky
300,Singaraja,ID,2022-02-03 01:24:22,-8.112,115.0882,83.97,69,18,2.59,few clouds
301,Bilibino,RU,2022-02-03 01:24:22,68.0546,166.4372,-3.57,66,0,4.99,clear sky
302,Plouzane,FR,2022-02-03 01:24:23,48.3833,-4.6167,46.58,100,100,9.22,mist
303,Concepcion Del Oro,MX,2022-02-03 01:24:23,24.6333,-101.4167,63.37,20,8,10.96,clear sky
304,Mahon,ES,2022-02-03 01:24:24,39.8885,4.2658,48.76,93,0,5.75,clear sky
305,Ormara,PK,2022-02-03 01:24:24,25.2088,64.6357,65.64,31,6,31.68,clear sky
306,Gritsovskiy,RU,2022-02-03 01:24:24,54.1376,38.1604,11.16,96,100,3.65,overcast clouds
307,Gaomi,CN,2022-02-03 01:24:25,36.3833,119.7528,29.98,33,0,2.33,clear sky
308,Erzin,TR,2022-02-03 01:24:25,36.9559,36.2,48.72,76,27,10.31,scattered clouds
309,Cayenne,GF,2022-02-03 01:24:26,4.9333,-52.3333,78.1,86,100,3.44,overcast clouds
310,Kismayo,SO,2022-02-03 01:24:26,-0.3582,42.5454,78.22,87,73,13.38,broken clouds
311,Onguday,RU,2022-02-03 01:24:27,50.75,86.15,-10.1,100,51,2.33,broken clouds
312,Dieppe,FR,2022-02-03 01:24:27,49.75,1.1667,46.18,86,100,1.01,overcast clouds
313,Aitape,PG,2022-02-03 01:24:27,-3.1374,142.3475,79.32,85,100,3.58,overcast clouds
314,Vila Velha,BR,2022-02-03 01:20:55,-20.3297,-40.2925,77.95,91,75,2.3,broken clouds
315,Saiha,IN,2022-02-03 01:24:28,22.4833,92.9667,49.84,64,0,3.87,clear sky
316,Ribeira Grande,PT,2022-02-03 01:24:28,38.5167,-28.7,59.43,71,16,7.23,few clouds
317,Riyadh,SA,2022-02-03 01:20:27,24.6877,46.7219,50.14,38,0,4.5,clear sky
318,Oppdal,NO,2022-02-03 01:24:29,62.5943,9.6912,10.0,90,43,9.19,scattered clouds
319,Severnyy,RU,2022-02-03 01:24:29,50.677,36.5532,26.64,100,100,4.47,snow
320,Marabba,SD,2022-02-03 01:24:29,12.35,32.1833,72.84,18,70,10.31,broken clouds
321,Ust-Ilimsk,RU,2022-02-03 01:24:30,58.0006,102.6619,-11.09,100,91,3.71,overcast clouds
322,Cherskiy,RU,2022-02-03 01:24:30,68.75,161.3,-15.59,72,58,0.67,broken clouds
323,Cockburn Town,TC,2022-02-03 01:24:30,21.4612,-71.1419,73.36,78,75,13.8,broken clouds
324,Twante,MM,2022-02-03 01:25:31,16.7167,95.9333,60.93,84,4,3.83,clear sky
325,Laplace,US,2022-02-03 01:25:31,30.0666,-90.4801,68.07,88,100,3.44,mist
326,Hay River,CA,2022-02-03 01:22:53,60.8156,-115.7999,-25.62,75,0,3.44,clear sky
327,Pathein,MM,2022-02-03 01:25:32,16.7833,94.7333,65.26,86,81,4.79,broken clouds
328,Mikkeli,FI,2022-02-03 01:25:32,61.6886,27.2723,-7.49,84,40,3.44,scattered clouds
329,Kieta,PG,2022-02-03 01:25:33,-6.2167,155.6333,84.45,73,100,14.56,light rain
330,Tahe,CN,2022-02-03 01:25:33,52.3333,124.7333,-2.74,70,12,8.43,few clouds
331,Santa Cruz Cabralia,BR,2022-02-03 01:25:33,-16.2781,-39.0247,80.83,83,20,5.75,few clouds
332,Manadhoo,MV,2022-02-03 01:25:34,5.7667,73.3833,80.91,72,35,5.64,scattered clouds
333,Udachnyy,RU,2022-02-03 01:25:34,66.4167,112.4,-33.65,100,50,2.39,scattered clouds
334,Sambava,MG,2022-02-03 01:25:34,-14.2667,50.1667,74.5,87,100,5.17,overcast clouds
335,Tukrah,LY,2022-02-03 01:25:35,32.5341,20.5791,52.68,69,92,23.0,overcast clouds
336,Marawi,PH,2022-02-03 01:25:35,7.9986,124.2928,71.65,82,100,2.42,light rain
337,Gbadolite,CD,2022-02-03 01:25:36,4.2833,21.0167,75.31,32,97,2.57,overcast clouds
338,Marrakesh,MA,2022-02-03 01:25:36,31.6315,-8.0083,60.87,33,6,2.3,clear sky
339,Belem,BR,2022-02-03 01:22:29,-1.4558,-48.5044,78.84,83,0,5.75,clear sky
340,Dolores,AR,2022-02-03 01:25:36,-36.3132,-57.6792,66.33,82,92,5.53,light rain
341,Port Lincoln,AU,2022-02-03 01:25:37,-34.7333,135.8667,65.19,58,75,15.64,broken clouds
342,Margate,GB,2022-02-03 01:25:37,51.3813,1.3862,47.75,89,100,4.0,overcast clouds
343,San Cristobal,VE,2022-02-03 01:25:38,7.7669,-72.225,75.38,59,12,1.74,few clouds
344,Komsomolskiy,UZ,2022-02-03 01:25:38,40.4272,71.7189,36.32,80,99,2.3,overcast clouds
345,Makakilo City,US,2022-02-03 01:25:38,21.3469,-158.0858,79.61,59,100,5.75,overcast clouds
346,Paramonga,PE,2022-02-03 01:24:57,-10.6667,-77.8333,71.04,80,28,9.4,scattered clouds
347,Sinnai,IT,2022-02-03 01:25:39,39.3042,9.2036,49.48,78,0,9.22,clear sky
348,Mendi,PG,2022-02-03 01:25:39,-6.1761,143.6513,62.85,69,100,1.05,overcast clouds
349,Kota Belud,MY,2022-02-03 01:25:40,6.351,116.4305,82.26,63,38,2.53,scattered clouds
350,Conde,BR,2022-02-03 01:25:40,-7.2597,-34.9075,80.06,78,40,6.91,scattered clouds
351,Ko Samui,TH,2022-02-03 01:25:40,9.5357,99.9357,84.11,74,40,11.5,scattered clouds
352,Kholtoson,RU,2022-02-03 01:25:41,50.2981,103.3097,-7.56,92,28,3.96,scattered clouds
353,Buarcos,PT,2022-02-03 01:25:41,40.166,-8.8768,46.78,76,100,2.01,overcast clouds
354,Innisfail,AU,2022-02-03 01:25:42,-17.5333,146.0333,89.04,64,100,3.53,light rain
355,Angoche,MZ,2022-02-03 01:25:42,-16.2325,39.9086,74.64,91,12,5.44,few clouds
356,Yar-Sale,RU,2022-02-03 01:25:43,66.8333,70.8333,3.76,96,100,11.97,light snow
357,Vaitape,PF,2022-02-03 01:25:43,-16.5167,-151.75,81.19,75,15,20.09,few clouds
358,Victoria,HK,2022-02-03 01:22:18,22.2855,114.1577,55.33,86,100,1.01,overcast clouds
359,Chumikan,RU,2022-02-03 01:25:43,54.7183,135.315,-8.46,82,96,14.2,overcast clouds
360,Cabedelo,BR,2022-02-03 01:25:44,-6.9811,-34.8339,81.27,75,59,11.41,broken clouds
361,Klyuchi,RU,2022-02-03 01:25:44,52.2667,79.1667,-6.39,100,89,4.36,overcast clouds
362,Keita,NE,2022-02-03 01:25:45,14.7551,5.7749,61.63,12,0,7.78,clear sky
363,Geraldton,AU,2022-02-03 01:25:45,-28.7667,114.6,95.41,13,0,28.77,clear sky
364,Gumdag,TM,2022-02-03 01:25:45,39.2061,54.5906,44.13,50,0,13.67,clear sky
365,Aksarka,RU,2022-02-03 01:25:46,66.5606,67.7975,3.24,98,100,3.24,overcast clouds
366,Lavrentiya,RU,2022-02-03 01:25:46,65.5833,-171.0,2.82,63,1,22.62,clear sky
367,Tadine,NC,2022-02-03 01:25:47,-21.55,167.8833,82.15,77,100,11.03,overcast clouds
368,Areosa,PT,2022-02-03 01:25:47,41.7178,-8.8571,54.32,74,100,7.2,overcast clouds
369,Tessalit,ML,2022-02-03 01:26:48,20.1986,1.0114,59.86,15,7,11.05,clear sky
370,Elizabeth City,US,2022-02-03 01:26:48,36.2946,-76.2511,46.02,92,40,1.01,scattered clouds
371,Leningradskiy,RU,2022-02-03 01:26:49,69.3833,178.4167,-13.13,94,25,9.73,scattered clouds
372,Kloulklubed,PW,2022-02-03 01:26:49,7.0419,134.2556,82.9,76,100,18.45,overcast clouds
373,Caleta De Carquin,PE,2022-02-03 01:26:50,-11.0925,-77.6267,70.95,80,63,10.69,broken clouds
374,Punto Fijo,VE,2022-02-03 01:26:50,11.6956,-70.1996,78.42,80,8,26.13,clear sky
375,Bilma,NE,2022-02-03 01:26:50,18.6853,12.9164,55.54,25,0,15.23,clear sky
376,Wanparti,IN,2022-02-03 01:26:51,16.3667,78.0667,66.31,72,29,3.62,scattered clouds
377,Yanam,IN,2022-02-03 01:26:51,16.7333,82.2167,68.4,94,100,0.6,overcast clouds
378,Namatanai,PG,2022-02-03 01:26:51,-3.6667,152.4333,78.94,83,100,8.68,light rain
379,Shiyan,CN,2022-02-03 01:26:52,32.6475,110.7781,37.36,53,100,0.67,overcast clouds
380,Gorin,RU,2022-02-03 01:26:52,51.1983,136.6669,-4.32,95,97,1.36,overcast clouds
381,Illintsi,UA,2022-02-03 01:26:53,49.1048,29.2177,28.6,90,99,9.42,overcast clouds
382,Lasa,IT,2022-02-03 01:26:53,46.6166,10.7002,40.08,94,47,8.05,scattered clouds
383,Peremyshlyany,UA,2022-02-03 01:26:54,49.6652,24.5585,32.34,97,100,11.86,light snow
384,Pomichna,UA,2022-02-03 01:26:54,48.2422,31.4158,25.11,97,100,3.47,overcast clouds
385,Rome,US,2022-02-03 01:26:55,34.257,-85.1647,49.71,88,100,1.99,light rain
386,Puerto Carreno,CO,2022-02-03 01:24:12,6.189,-67.4859,77.85,78,94,3.0,overcast clouds
387,Portmore,JM,2022-02-03 01:26:55,17.9702,-76.8672,78.76,83,20,5.75,few clouds
388,Kaura Namoda,NG,2022-02-03 01:26:55,12.5898,6.5779,63.32,11,59,9.86,broken clouds
389,Inowroclaw,PL,2022-02-03 01:26:56,52.7989,18.2639,32.13,100,80,6.58,broken clouds
390,Santa Marta,CO,2022-02-03 01:26:20,11.2408,-74.199,84.25,61,40,11.5,scattered clouds
391,Bambous Virieux,MU,2022-02-03 01:26:56,-20.3428,57.7575,79.05,94,75,27.63,shower rain
392,Glenluce,GB,2022-02-03 01:26:57,54.8798,-4.8084,48.29,94,100,14.45,overcast clouds
393,Krasnogvardeyskiy,RU,2022-02-03 01:26:57,57.3793,62.3195,13.06,96,95,5.17,overcast clouds
394,Hualmay,PE,2022-02-03 01:23:30,-11.0964,-77.6139,70.79,79,64,10.36,broken clouds
395,Januaria,BR,2022-02-03 01:26:58,-15.4833,-44.3667,71.01,94,100,3.2,overcast clouds
396,Araceli,PH,2022-02-03 01:26:58,10.5529,119.9913,80.67,78,99,15.39,overcast clouds
397,Mega,ET,2022-02-03 01:26:58,4.05,38.3,63.09,41,100,20.89,overcast clouds
398,Mabaruma,GY,2022-02-03 01:25:01,8.2,-59.7833,73.69,86,1,4.03,clear sky
399,Tautira,PF,2022-02-03 01:26:59,-17.7333,-149.15,89.62,78,24,20.2,light rain
400,Vezirkopru,TR,2022-02-03 01:26:59,41.1436,35.4547,41.49,85,90,4.45,overcast clouds
401,Maltahohe,NA,2022-02-03 01:27:00,-24.8333,16.9833,69.12,56,1,4.12,clear sky
402,Broome,US,2022-02-03 01:24:49,42.2506,-75.833,40.46,71,75,1.99,broken clouds
403,Asau,RO,2022-02-03 01:25:05,46.4333,26.4,25.72,86,100,5.53,overcast clouds
404,Olafsvik,IS,2022-02-03 01:27:01,64.8945,-23.7142,29.08,49,12,0.87,few clouds
405,Tocopilla,CL,2022-02-03 01:27:01,-22.092,-70.1979,70.41,71,2,11.74,clear sky
406,Hoi An,VN,2022-02-03 01:22:07,15.8794,108.335,69.76,84,100,8.41,overcast clouds
407,Saint George,US,2022-02-03 01:26:19,37.1041,-113.5841,40.62,22,0,1.99,clear sky
408,Santa Cruz,BO,2022-02-03 01:22:10,-17.8,-63.1667,78.26,89,50,8.05,scattered clouds
409,Gushikawa,JP,2022-02-03 01:28:02,26.3544,127.8686,69.39,94,100,8.05,mist
410,Yerofey Pavlovich,RU,2022-02-03 01:28:02,53.9667,121.9667,-8.32,82,99,2.95,overcast clouds
411,Kenai,US,2022-02-03 01:28:03,60.5544,-151.2583,23.02,84,100,5.75,overcast clouds
412,Malartic,CA,2022-02-03 01:28:03,48.1335,-78.1328,15.91,72,100,6.89,overcast clouds
413,Marang,MY,2022-02-03 01:28:04,5.2056,103.2059,76.91,84,48,2.15,scattered clouds
414,Cabo San Lucas,MX,2022-02-03 01:28:04,22.8909,-109.9124,72.7,67,75,9.22,broken clouds
415,Kampong Chhnang,KH,2022-02-03 01:28:04,12.1667,104.55,79.57,60,7,4.59,clear sky
416,Senekal,ZA,2022-02-03 01:28:05,-28.3197,27.6208,65.79,77,0,0.81,clear sky
417,Chapais,CA,2022-02-03 01:28:05,49.7834,-74.8492,8.38,92,100,7.78,overcast clouds
418,Faya,SA,2022-02-03 01:28:06,18.3851,42.4509,53.71,69,42,1.07,scattered clouds
419,Slobidka,UA,2022-02-03 01:28:06,47.8869,29.3461,27.05,83,97,3.29,overcast clouds
420,Pitimbu,BR,2022-02-03 01:28:06,-7.4706,-34.8086,81.19,73,100,10.85,overcast clouds
421,Deshnok,IN,2022-02-03 01:28:07,27.7986,73.3447,57.51,35,0,15.61,clear sky
422,Breytovo,RU,2022-02-03 01:28:07,58.2993,37.8617,10.04,99,99,4.63,overcast clouds
423,Kulykiv,UA,2022-02-03 01:28:08,50.3142,24.8176,33.67,94,100,13.35,overcast clouds
424,Asuncion,PY,2022-02-03 01:28:08,-25.3007,-57.6359,90.9,40,20,8.05,few clouds
425,Curup,ID,2022-02-03 01:28:08,-3.4667,102.5333,71.76,91,72,2.77,broken clouds
426,Pemangkat,ID,2022-02-03 01:28:09,1.1667,108.9667,78.48,87,40,7.36,scattered clouds
427,Asfi,MA,2022-02-03 01:28:09,32.2994,-9.2372,61.27,54,6,9.93,clear sky
428,Yantal,RU,2022-02-03 01:28:10,56.8471,105.2542,-11.36,100,83,2.28,broken clouds
429,Le Pradet,FR,2022-02-03 01:28:10,43.1066,6.0172,52.68,53,0,4.61,clear sky
430,Hirara,JP,2022-02-03 01:28:11,24.8,125.2833,69.66,100,75,5.75,broken clouds
431,Kuusankoski,FI,2022-02-03 01:28:11,60.907,26.6244,11.41,96,0,3.44,clear sky
432,Keelung,TW,2022-02-03 01:28:11,25.1283,121.7419,62.58,88,100,14.79,overcast clouds
433,Miandrivazo,MG,2022-02-03 01:28:12,-19.5167,45.4667,77.88,83,98,3.33,overcast clouds
434,Half Moon Bay,US,2022-02-03 01:28:12,37.4636,-122.4286,62.46,45,0,3.0,clear sky
435,Farrukhnagar,IN,2022-02-03 01:28:13,17.0778,78.2011,65.91,70,3,6.26,clear sky
436,Leeton,AU,2022-02-03 01:28:13,-34.5667,146.4,71.65,40,0,11.5,clear sky
437,Alamos,MX,2022-02-03 01:28:13,27.0167,-108.9333,60.71,78,100,2.66,overcast clouds
438,Itambe,BR,2022-02-03 01:28:14,-15.245,-40.6244,70.66,95,100,2.28,overcast clouds
439,Nokaneng,BW,2022-02-03 01:23:37,-19.6667,22.2667,70.29,80,6,4.05,clear sky
440,Trairi,BR,2022-02-03 01:28:14,-3.2778,-39.2689,78.26,82,100,7.76,overcast clouds
441,Vostok,RU,2022-02-03 01:28:15,46.4856,135.8833,0.57,86,100,5.41,overcast clouds
442,The Valley,AI,2022-02-03 01:28:15,18.217,-63.0578,78.66,75,1,15.64,clear sky
443,Ust-Kuyga,RU,2022-02-03 01:28:16,70.0167,135.6,-25.87,98,22,7.45,few clouds
444,Kazachinskoye,RU,2022-02-03 01:28:16,57.6953,93.2761,-10.03,100,86,2.64,overcast clouds
445,Winchester,GB,2022-02-03 01:28:16,51.0651,-1.3187,47.97,87,75,3.0,broken clouds
446,Traverse City,US,2022-02-03 01:25:42,44.7631,-85.6206,21.27,67,100,11.5,overcast clouds
447,Orotukan,RU,2022-02-03 01:28:17,62.2667,151.7,-10.46,98,100,3.44,overcast clouds
448,Jacala,MX,2022-02-03 01:28:17,21.0167,-99.1833,60.26,67,0,3.89,clear sky
449,Rosamorada,MX,2022-02-03 01:28:18,22.1222,-105.2058,66.72,65,7,4.21,clear sky
450,Khandbari,NP,2022-02-03 01:28:18,27.3747,87.2039,46.08,75,50,2.73,scattered clouds
451,Dakar,SN,2022-02-03 01:28:19,14.6937,-17.4441,74.28,64,64,4.61,broken clouds
452,Misratah,LY,2022-02-03 01:28:19,32.3754,15.0925,58.41,72,69,27.16,broken clouds
453,Hanzhong,CN,2022-02-03 01:29:20,33.0728,107.0303,35.15,69,83,2.21,broken clouds
454,Abu Kamal,SY,2022-02-03 01:29:20,34.4506,40.9171,50.02,51,100,9.44,overcast clouds
455,Bereda,ES,2022-02-03 01:29:20,43.2686,-7.5406,46.92,96,100,1.41,overcast clouds
456,Banes,CU,2022-02-03 01:29:21,20.9625,-75.7186,74.01,83,53,11.52,broken clouds
457,Chegutu,ZW,2022-02-03 01:29:21,-18.1302,30.1407,66.02,93,62,4.68,light rain
458,Tibati,CM,2022-02-03 01:29:22,6.4667,12.6333,66.7,25,98,2.48,overcast clouds
459,Igarka,RU,2022-02-03 01:29:22,67.4667,86.5833,-7.37,99,100,6.44,overcast clouds
460,Ajdovscina,SI,2022-02-03 01:29:22,45.886,13.9095,44.15,67,0,7.0,clear sky
461,Marystown,CA,2022-02-03 01:29:23,47.1666,-55.1483,25.86,100,51,10.18,broken clouds
462,Tete,MZ,2022-02-03 01:29:23,-16.1564,33.5867,73.53,90,87,2.66,overcast clouds
463,Hofn,IS,2022-02-03 01:29:24,64.2539,-15.2082,30.47,56,100,7.34,overcast clouds
464,Rio Gallegos,AR,2022-02-03 01:29:24,-51.6226,-69.2181,51.85,66,40,6.91,scattered clouds
465,General Pico,AR,2022-02-03 01:29:24,-35.6566,-63.7568,68.92,90,100,5.41,overcast clouds
466,Mangan,IN,2022-02-03 01:29:25,27.5167,88.5333,45.75,61,43,5.77,scattered clouds
467,Tarsus,TR,2022-02-03 01:29:25,36.9188,34.8784,51.67,76,64,10.89,broken clouds
468,Rudnogorsk,RU,2022-02-03 01:29:26,57.2639,103.7519,-18.36,100,97,1.3,overcast clouds
469,Mubende,UG,2022-02-03 01:29:26,0.5606,31.39,65.44,84,100,0.72,overcast clouds
470,Port Stanley,FK,2022-02-03 01:29:26,-51.7,-57.85,44.89,83,100,19.15,light rain
471,Eureka,US,2022-02-03 01:29:27,40.8021,-124.1637,52.75,82,14,11.01,few clouds
472,Omboue,GA,2022-02-03 01:29:27,-1.5746,9.2618,77.18,85,100,6.26,light rain
473,Mafeteng,LS,2022-02-03 01:29:28,-29.823,27.2374,64.63,73,93,4.63,overcast clouds
474,Sitka,US,2022-02-03 01:29:28,57.0531,-135.33,39.09,93,100,5.75,light rain
475,Nemuro,JP,2022-02-03 01:26:11,43.3236,145.575,25.23,68,7,7.96,clear sky
476,Anadyr,RU,2022-02-03 01:29:29,64.75,177.4833,19.9,58,0,20.13,clear sky
477,Yulara,AU,2022-02-03 01:29:29,-25.2406,130.9889,71.44,43,100,17.27,overcast clouds
478,Karratha,AU,2022-02-03 01:29:29,-20.7377,116.8463,86.38,61,14,8.19,few clouds
479,Lucapa,AO,2022-02-03 01:29:30,-8.4192,20.7447,65.28,97,100,2.13,light rain
480,Raudeberg,NO,2022-02-03 01:29:30,61.9875,5.1352,34.47,74,100,7.0,overcast clouds
481,Saint-Michel-Des-Saints,CA,2022-02-03 01:29:31,46.6834,-73.9159,27.93,98,100,6.67,snow
482,Santiago,CL,2022-02-03 01:28:27,-33.4569,-70.6483,74.86,45,0,12.66,clear sky
483,Longyearbyen,SJ,2022-02-03 01:29:31,78.2186,15.6401,15.64,67,0,20.71,clear sky
484,Orikum,AL,2022-02-03 01:29:32,40.3253,19.4714,44.92,62,0,15.84,clear sky
485,Tiksi,RU,2022-02-03 01:25:06,71.6872,128.8694,-3.91,94,100,9.55,overcast clouds
486,Mykhaylivka,UA,2022-02-03 01:29:32,47.2724,35.2224,34.07,99,100,4.27,light snow
487,Mackay,AU,2022-02-03 01:25:02,-21.15,149.2,91.38,62,40,12.66,scattered clouds
488,Coffs Harbour,AU,2022-02-03 01:29:33,-30.3,153.1333,72.14,96,100,13.8,moderate rain
489,Ahuimanu,US,2022-02-03 01:29:33,21.4447,-157.8378,79.86,62,75,3.0,broken clouds
490,Yerbogachen,RU,2022-02-03 01:29:34,61.2767,108.0108,-3.33,99,99,4.21,overcast clouds
491,Pando,UY,2022-02-03 01:29:34,-34.7167,-55.95,75.29,88,0,3.44,clear sky
492,Kerema,PG,2022-02-03 01:29:34,-7.9631,145.7785,85.35,54,99,5.35,overcast clouds
493,Civitanova Marche,IT,2022-02-03 01:29:35,43.307,13.7206,47.86,72,0,5.93,clear sky
494,Santa Cruz Do Sul,BR,2022-02-03 01:29:35,-29.7175,-52.4258,75.99,71,0,6.44,clear sky
495,Paita,PE,2022-02-03 01:29:35,-5.0892,-81.1144,73.33,73,38,16.46,scattered clouds
496,Sursk,RU,2022-02-03 01:29:36,53.0754,45.6846,30.0,99,100,6.08,light snow
497,Carutapera,BR,2022-02-03 01:29:36,-1.195,-46.02,76.44,91,100,6.35,overcast clouds
498,Comodoro Rivadavia,AR,2022-02-03 01:25:52,-45.8667,-67.5,76.86,31,0,13.8,clear sky
499,Russell,US,2022-02-03 01:30:12,32.3502,-85.1999,67.28,76,100,3.44,moderate rain
500,Santa Maria,BR,2022-02-03 01:30:38,-29.6842,-53.8069,76.3,73,0,3.44,clear sky
501,Ruza,RU,2022-02-03 01:30:38,55.699,36.1952,17.74,97,100,4.43,light snow
502,Sao Jose Da Coroa Grande,BR,2022-02-03 01:30:38,-8.8978,-35.1478,79.25,76,47,8.14,scattered clouds
503,Jalu,LY,2022-02-03 01:30:39,29.0331,21.5482,50.72,64,17,20.58,few clouds
504,Saint-Joseph,RE,2022-02-03 01:30:39,-21.3667,55.6167,79.18,91,100,31.9,heavy intensity rain
505,Sindou,BF,2022-02-03 01:30:40,10.6667,-5.1667,69.37,10,23,5.46,few clouds
506,Mishan,CN,2022-02-03 01:30:40,45.55,131.8833,6.8,80,85,14.7,overcast clouds
507,Batie,BF,2022-02-03 01:30:40,9.8833,-2.9167,68.85,10,9,4.29,clear sky
508,Fukue,JP,2022-02-03 01:30:41,32.6881,128.8419,43.16,65,75,12.66,broken clouds
509,Sorland,NO,2022-02-03 01:30:41,67.667,12.6934,27.75,58,100,10.31,overcast clouds
510,Lakes Entrance,AU,2022-02-03 01:30:42,-37.8811,147.981,66.16,63,97,17.52,overcast clouds
511,Aswan,EG,2022-02-03 01:30:42,24.0934,32.907,57.36,36,0,6.33,clear sky
512,Bandarbeyla,SO,2022-02-03 01:30:42,9.4942,50.8122,73.17,76,10,14.63,clear sky
513,Prince Rupert,CA,2022-02-03 01:28:49,54.3161,-130.3201,40.69,100,100,5.75,overcast clouds
514,Ambovombe,MG,2022-02-03 01:30:43,-25.1667,46.0833,70.3,82,0,11.77,clear sky
515,Toktogul,KG,2022-02-03 01:30:43,41.8708,72.9402,26.94,96,100,0.81,light snow
516,Chastyye,RU,2022-02-03 01:30:44,57.2888,54.9728,27.28,97,100,6.4,snow
517,Sydney,AU,2022-02-03 01:26:14,-33.8679,151.2073,74.35,65,84,1.99,broken clouds
518,Pottsville,US,2022-02-03 01:30:44,40.6857,-76.1955,39.6,99,100,3.56,overcast clouds
519,Jicin,CZ,2022-02-03 01:30:45,50.4372,15.3516,37.87,97,97,9.4,overcast clouds
520,Loiza,PR,2022-02-03 01:30:45,18.4313,-65.8802,77.86,86,40,8.05,scattered clouds
521,Jizan,SA,2022-02-03 01:30:46,17.3333,42.6667,76.14,78,96,1.19,overcast clouds
522,Zuwarah,LY,2022-02-03 01:30:46,32.9312,12.082,56.57,74,52,17.74,broken clouds
523,Yamoussoukro,CI,2022-02-03 01:30:46,6.8206,-5.2767,66.09,55,21,0.0,few clouds
524,Tura,IN,2022-02-03 01:26:56,25.5198,90.2201,59.47,47,94,3.4,overcast clouds
